ir_name,popsize,n_runs,n_success,success_rate,successful_run_indices,success_threshold,mean_best_loss,std_best_loss,min_best_loss,max_best_loss,total_runtime_s,avg_runtime_s
random_IR_0011,10,20,0,0.0,,0.01,0.4275515928864479,0.04688480213068616,0.3082031309604645,0.5106964707374573,402.65303921699524,20.132651960849763
random_IR_0011,30,20,0,0.0,,0.01,0.3297736901789904,0.11299375460351518,0.10317154228687286,0.4439936876296997,436.2758951187134,21.813794755935668
random_IR_0011,50,20,1,0.05,15,0.01,0.3412853165486013,0.1309536258259931,0.00032396792084909976,0.4255683422088623,368.96610379219055,18.448305189609528
random_IR_0011,100,20,0,0.0,,0.01,0.286307561211288,0.14054522193611055,0.010609094053506851,0.42059800028800964,431.0245578289032,21.55122789144516
