f0,sigma,gain
1024.29531720479,10.814605718239221,-6.475174114283804e-11
1028.5121680659083,10.894333952169694,-1.795808139787618e-10
1036.867439776023,11.053275025815605,4.4085234041424945e-12
1038.3788934280528,11.082164535398475,2.0217027914281888e-12
1053.1584264494595,11.366874069345723,-3.0247320953450965e-13
1055.5226969257278,11.412792152412417,1.5048831546817216e-12
1057.9928041005844,11.460875745649677,2.2762813773415733e-11
1077.79098147106,11.850331545561527,9.23928801670346e-13
1080.5885120299545,11.90594480193355,-3.0062039374437183e-12
1112.2765584737022,12.54594934350147,-8.746208720299647e-13
1117.899026274595,12.661438634183986,5.0314147837102406e-11
1121.4062169776842,12.733773612939377,8.808126961687019e-13
1131.890469107363,12.95135989657213,4.8035147452601375e-12
1151.6749430965278,13.367475158293269,-4.135901901967509e-12
1156.6151574340192,13.472504794403369,-5.200421404969731e-13
1159.675384706401,13.537791145330543,-1.6271007816911196e-12
1168.8324498886757,13.734176767596626,-5.471875762422321e-12
1169.8832367639952,13.756811103062915,1.8634517328156769e-10
1210.8067783269323,14.654140181287275,-1.0126661093601984e-12
1215.6411559600378,14.762180841348208,2.0919401590817756e-11
1221.3557571026004,14.890448327343224,-2.774338206188411e-11
1223.4573308510096,14.937770641758949,-3.9424919970725317e-14
1274.1280576388763,16.103380357037178,2.6997347829764234e-11
1274.8514211278848,16.120362738955475,-1.387512984917137e-12
1280.7502889727527,16.259210063802303,-1.0627291425877893e-10
1284.690739746881,16.352317340167385,-1.748205396155893e-10
1291.995224536119,16.52566850364766,-1.2602113500817023e-13
1295.5298219154126,16.609904980316337,1.5899795707702896e-11
1309.244864637883,16.938940670126883,-1.6254914097097832e-11
1312.397225255797,17.015058250458353,-4.987132759278877e-11
1312.7520553280335,17.023637515889305,2.443814374427269e-12
1320.162376812271,17.20333809414344,-4.8567086597091043e-11
1334.665509683864,17.557966791430374,1.0087636896263975e-10
1348.7490858145334,17.90604465399249,-2.9279747815159447e-13
1354.647953652834,18.052921784739215,4.5975013716087835e-11
1376.1791712356555,18.594471681936785,-1.2083855661316997e-12
1398.9865524239683,19.177433383341462,2.733622988499501e-11
1412.7015951268468,19.53260642483939,8.962937515785999e-12
1425.011020884723,19.85432925784342,-5.326748937997064e-12
1427.5595580523934,19.9212873468522,-2.2926594397820234e-12
1432.4997723677875,20.051423064765057,-1.275129126857445e-12
1436.7029198514363,20.162496841461724,-1.4410016823064738e-11
1453.1781731111068,20.601015172970236,5.32309202124696e-11
1457.828284019253,20.725690971941138,2.3232336787895193e-12
1465.473895519193,20.931546065137177,7.490321342403616e-11
1474.972087385861,21.188780925656786,2.6619088901996305e-11
1517.2228156994029,22.353174388427824,7.293432003560909e-11
1526.0113474184107,22.599510099199176,-3.258940822579356e-11
1526.103480772257,22.602100061422163,9.907997888227786e-13
1538.754033242453,22.959204675091698,6.449794911131001e-13
1548.6344618615271,23.240163544396616,1.4995381496449963e-10
1563.4139947562803,23.663789673221295,-2.2434983525057438e-11
1567.8798389517085,23.792585879244104,-6.98563166455905e-14
1580.2813980437957,24.152176979190116,-7.026978129929498e-11
1588.0465495765536,24.378774807566153,6.852910593641367e-11
1590.844080113321,24.460682766153415,9.819915133176319e-11
1591.120480174698,24.46878321629875,1.5390720984989568e-11
1609.1308036811115,24.999644770619838,-2.6392554893039482e-11
1622.5321263162868,25.398531326886783,-6.487139024662238e-11
1628.0487573784574,25.56369350343116,-3.9979576786158776e-11
1629.5602110162304,25.60904268589504,-5.463205356296661e-13
1647.399971153619,26.147480875332658,4.8753852078285795e-11
1649.1741215083632,26.201348638701933,-7.505431275698961e-13
1666.8707249677511,26.741836562421003,-3.857161304254024e-11
1674.8711665242224,26.988078794949754,6.702581708416894e-11
1711.1819169166074,28.120491325630496,1.1812985172465586e-12
1720.6016787536473,28.418230168692062,-2.1410699154818292e-12
1721.0623455221566,28.43283279718884,-7.510874816168893e-11
1733.7128979727418,28.83536902312736,1.2877954644682698e-12
1742.8562597473092,29.12814298980575,3.7506190805046745e-11
1742.8699630913497,29.128582931897142,1.9864112838840795e-12
1768.4748747370168,29.956663214529826,-5.207985191447673e-11
1782.1899173956633,30.40518394062556,-3.172384908220318e-11
1785.1069879702734,30.501027265992597,-1.0290947811848207e-10
1791.411709177085,30.708710800700608,-2.1638195569514638e-11
1800.4766409387632,31.00860153517805,-7.322327561103569e-11
1829.6808766024074,31.98504475567505,3.997120841216568e-11
1842.0314123503017,32.40271171457319,1.3510501190586032e-11
1856.810945214578,32.9062148854524,-2.0213378545113133e-12
1859.0046523029814,32.981292155416796,-2.1715948912589567e-11
1866.032736992121,33.222417744924144,4.574709348838285e-14
1871.9316048041044,33.425503516970174,2.8716189597875945e-11
1881.4434999857936,33.75432842322147,6.174288367429401e-12
1883.1765403058453,33.814418878811956,1.1427758859678084e-12
1886.4347376052121,33.927541543705395,3.947003063029162e-11
1893.4628222933534,34.172218289742275,9.684916763065346e-13
1915.2841431850945,34.93770708310591,6.869265906130521e-11
1915.9290766602896,34.960464707335994,-5.844713307289172e-12
1925.0587350814803,35.28344285403021,-4.1602561638402857e-13
1942.7553385117158,35.91386460382817,-9.457098084118665e-11
1960.2676752333316,36.543401069033784,-3.4751651564864786e-12
1982.757546226668,37.36015681656697,-6.003194769221122e-11
1983.545636376732,37.388946539675395,-5.944521813537655e-11
1985.2413567184697,37.45093169598428,-1.0441033235728458e-10
1999.0485327153754,37.95760902225397,1.9336082769048533e-12
2014.4592956994316,38.527279791334884,-6.766986145715842e-12
2021.8148037655992,38.800724174655336,1.0980998382703741e-10
2036.3590465887808,39.34434670137571,7.348200000827026e-11
2049.0095990187237,39.82035708051211,-2.1066519570618023e-11
2055.6044236220746,40.06967371401058,2.0929750338390527e-12
2077.7805745684313,40.91391717975831,-1.275073863853264e-11
2078.5039380526914,40.9416081090416,-9.271643635740348e-12
2085.5967494004108,41.21363717539841,2.6606528837209236e-12
2097.5650483757872,41.67475591527972,5.6317039003970915e-11
2108.4041304749026,42.09464469706781,-2.4045421596927035e-12
2139.815776527535,43.32370548999066,-4.05166017039137e-11
2141.917350259744,43.40658361294677,2.5356953463334125e-14
2152.401602287121,43.82125820873841,-1.9564836960558097e-12
2160.941140601051,44.16051147718966,-1.9908402996283458e-10
2174.891473263673,44.71761095556926,-1.6491936277592193e-10
2175.7206734452006,44.75083751986726,2.978537124943635e-11
2185.532585308857,45.14496854729774,-3.791593161952422e-12
2200.353228183846,45.74365584396699,-9.098076671117366e-11
2221.4374822211084,46.60233733795432,-3.8582519485618717e-11
2223.8017526692065,46.69913569202706,7.003985392496228e-12
2234.838804814694,47.15237882894444,8.612394230409293e-11
2236.1522883969187,47.20646722879212,-8.520220958425754e-12
2237.8853287145275,47.27788133047699,1.7158878244448494e-12
2240.3554358600018,47.37976367043446,6.805421492271918e-12
2241.4199260697746,47.42370441749867,-1.0163224932476188e-10
2253.1255283224605,47.90827296338643,1.4731405082925674e-10
2279.17740333474,48.99578380603744,5.12074998333039e-11
2287.5836982597834,49.3493645423524,1.697029086173562e-13
2289.6989753350213,49.43854109429849,1.5471236511931216e-10
2294.6391896251976,49.64713331784495,7.771526579148664e-13
2329.755996376683,51.142837259351666,6.620167084810265e-12
2333.369023740451,51.29801305826599,9.971265389151346e-11
2376.28830196915,53.159746067058755,3.392556620411382e-12
2376.8784220672705,53.18558051193847,-1.0518878607096098e-11
2384.2887435007774,53.51053770633704,-1.3327657793060595e-12
2397.372555995944,54.08675833510338,-5.5071564275985265e-11
2397.413666027959,54.088573820432416,1.3661802843236887e-10
2403.718387219773,54.36736897222115,-3.163078319043352e-11
2412.7833189601306,54.769504030465455,1.2463695670735278e-11
2430.019255593886,55.53829333618265,4.713778969267078e-12
2433.2127262215668,55.68133534234828,-3.6501901440082444e-12
2435.6417233337315,55.79026081932594,1.0173009315527451e-10
2457.2140508126563,56.76241488957312,-4.1478173662024487e-13
2471.3113301932513,57.40233827912123,2.882857932787403e-11
2491.685924075908,58.33367917991583,9.867760806257455e-12
2499.423668889089,58.689381902140035,2.4648531230408148e-12
2505.3636467203155,58.9631899005695,1.6385008723404904e-10
2509.304097464225,59.14518669828551,1.4339030283509675e-10
2520.1431795507465,59.64728464478938,-2.451389647631663e-11
2537.010582766667,60.43293636442529,-4.084664409787435e-11
2544.7757342670984,60.796384138126236,7.48785426959529e-11
2546.522477927361,60.87829347149545,1.3271518508203212e-11
2555.0620162323426,61.2795435726992,1.2554314968553918e-10
2579.2613108678847,62.42390076003565,-7.088095132085498e-11
2588.718392651765,62.87404699721032,-1.5278044516561178e-10
2595.064223872918,63.17702491604043,1.0217858170279797e-11
2595.852314021557,63.214703591283964,-8.689293910085302e-11
2619.065548455753,64.32966236641043,3.331051783669665e-11
2623.5999093511414,64.54861184175542,-4.2144066482661164e-11
2629.6419338236788,64.84095003253806,-7.596344467609719e-13
2632.0062042694353,64.95552629088098,3.0064754456112494e-13
2648.6657241414205,65.76579179131525,-9.754515385072356e-11
2652.1729148052273,65.93702170612684,1.8803345876791284e-12
2657.3347157755047,66.1894460198701,-6.153211949522447e-11
2669.6852514905227,66.79540859228877,3.056307129910019e-13
2677.791529714531,67.19465966630568,-8.206344707400265e-11
2699.585443867031,68.27405714438805,2.180030261642344e-11
2703.5258946094546,68.47015168366744,1.4332189101528316e-10
2721.116661302551,69.34903571807934,-1.4908739037426254e-12
2741.8361719554528,70.39155146848859,-1.1243550952479478e-10
2752.1224539169566,70.91204997690065,5.378315194594476e-11
2787.1981506024326,72.70157793513074,2.8069051851741926e-11
2797.8392626326768,73.24895775489625,-5.542004289882235e-12
2802.701046908173,73.49974260200628,1.2917622606982621e-11
2804.8947539904843,73.61304289142522,5.7627563949332856e-11
2810.411385028921,73.89835687470294,9.240895253783936e-11
2811.9228386602267,73.97662540292893,-6.227453786794481e-13
2815.7338360711674,74.17415943488876,-2.3725430552026853e-11
2843.8461747492224,75.63956170610783,4.366627895662969e-12
2850.611562702453,75.99439205631906,-2.3990338727319146e-11
2865.43220555578,76.77465012316888,-1.9554414827695343e-10
2872.013326802074,77.12242175063216,3.992454410200201e-11
2875.2989307804933,77.29634421850213,1.1583738284290254e-11
2888.880730007651,78.01740270875973,4.4315460143450746e-11
2890.0784636013145,78.08115349400813,-1.7330592701974716e-12
2899.484522058896,78.58272070387291,-1.0331863242677503e-10
2914.711018301999,79.3981105394886,5.293669194763216e-12
2925.218886944923,79.9633050688714,-8.66870430084453e-11
2945.569864178047,81.06372234970806,1.6939100356957926e-13
2949.1965948815546,81.26062773439902,-5.011025796181179e-12
2952.6626755117404,81.44903740527067,1.073721432596524e-12
2967.4696150189757,82.2564070068052,-3.0755904363672405e-11
2988.594979055119,83.41528917561554,-4.50312576597353e-12
2989.185099152582,83.44777964748988,1.7902063858572135e-12
2993.0882299159225,83.66283736559001,8.02759545568608e-11
2993.535193338661,83.6874824099772,-2.979412006643574e-12
3004.0567653244825,84.2686926087171,-1.7106880734804797e-12
3009.679233058721,84.58011297459383,-8.049131238070652e-11
3041.9573992084615,86.37922155951655,-6.655198387134604e-11
3047.7268136717344,86.7028168492433,-5.801499298027235e-12
3054.2942315724545,87.07191683934667,3.2729382702456166e-11
3065.5391670402023,87.70574604518123,-2.6410839192971957e-12
3092.0105987474653,89.20702377171179,6.337022421304685e-11
3096.54495963967,89.46547646197129,-4.426083132110996e-11
3098.2917032984374,89.56513963623651,5.191314489371091e-12
3111.771455878988,90.33613828699951,-7.94858243867463e-12
3121.61077441262,90.90102903151862,-1.9032330857937368e-10
3130.279766040816,91.40020725287732,-1.1705836423395035e-10
3139.8974978902047,91.95563575667354,-5.632452863759767e-11
3156.7649010901214,92.93385075062797,6.243042984082176e-11
3185.669119958515,94.62231890983037,-1.6772404735135341e-12
3194.0617115261366,95.11546333059637,-2.8361945424400006e-12
3201.0250695270474,95.5256115646537,2.6000272493335477e-11
3206.043713818717,95.82176820965604,-1.0910338893573414e-13
3209.8547112277597,96.04696998673023,1.6092038422176225e-10
3231.372225304678,97.32351571369475,4.868311460033387e-11
3246.428158179142,98.22179401850299,8.990620803541713e-11
3260.8665642681253,99.0871512142163,-2.7705559616453107e-12
3264.4795916263347,99.30429653993828,-2.4956947321538466e-12
3269.4198059083496,99.60159585610265,-7.30389060764667e-12
3270.746992832168,99.68154183024296,-6.982875855224356e-11
3283.356435198468,100.44271741853358,1.7579296473477792e-10
3285.526525646098,100.57401146677901,1.0447152631440672e-11
3297.0851811483803,101.27479072320139,1.902034732212433e-12
3310.1590803355157,102.07040244730948,-3.1910936913545616e-11
3322.1784026040914,102.8046157972195,-4.6172836657634704e-11
3333.017484678049,103.46901488536251,3.705720140500574e-12
3343.262656600076,104.09899883125337,6.156734846846255e-12
3344.644656899741,104.18412715128993,3.020695311615824e-11
3363.023513726535,105.31957121596531,5.674855504916967e-12
3381.531823883705,106.46930097088763,-1.137276101853548e-11
3388.9832553378683,106.93396290995817,1.79600551511747e-11
3398.1639370516564,107.5078650958196,-1.6490422471097304e-10
3417.2014306947,108.70288350171678,-7.648382959183028e-11
3417.883684145203,108.74583371728154,-1.5845454644297768e-12
3422.718061729237,109.05042014994017,-1.572532214967526e-11
3433.294447086301,109.71827878805415,-5.073723705814014e-12
3443.174875648797,110.34405200633432,3.497143544950938e-11
3445.313769353564,110.47975481272124,-2.7554756153682247e-13
3448.415106623305,110.67666984785465,5.733874896056167e-12
3462.918239374975,111.59987738729919,-3.505965449287289e-11
3466.033279988655,111.79867305514601,1.5661819321239747e-10
3466.4802434111775,111.82721203134963,-3.1288299008063973e-12
3507.2195178312763,114.44390167522057,4.7913544889177744e-11
3514.312329160866,114.9025987364143,-1.2683207164822953e-10
3534.6084930056927,116.22028577041881,1.707882449637472e-11
3538.484217078944,116.47277210705083,-5.023978304540586e-12
3579.776291616507,119.17994666947895,4.081782012194902e-11
3579.7899949604885,119.18085029596898,1.1375378166782283e-11
3581.1171818839553,119.26838410320153,1.0110174538310156e-11
3604.3677362678945,120.80712350539068,6.02446070853769e-11
3608.9020971579635,121.10837134514091,2.0536799659408587e-12
3615.5753517525004,121.55240901393918,-4.15916454731601e-12
3639.5766763061533,123.15623559491172,9.583356297641726e-13
3642.6369035434855,123.36149013323754,-1.1128376914383443e-10
3649.4159948351335,123.81678942311105,-1.6020757047197796e-11
3654.264075762281,124.14291681844958,1.1324545746786783e-11
3660.2550769062273,124.54652583893736,8.327322090444298e-11
3664.867867805422,124.85773642864385,4.402623742954292e-11
3691.7078329115407,126.67632030051308,-3.021698158692744e-12
3702.95276837282,127.44218295531911,2.619504417543849e-13
3704.317275273531,127.53527436228971,9.260398628972602e-11
3706.418849000519,127.67871812209215,-2.6962456933964567e-12
3706.4873657204244,127.68339612782297,4.5207820511149726e-13
3716.299277560989,128.35420113401162,-8.08868276185619e-12
3731.1199204015743,129.37079742630993,-1.380871621962936e-12
3752.2041743908535,130.82400774763144,7.47480244576563e-11
3758.4715755942507,131.2575607416966,-3.420624518716991e-11
3761.6239361846197,131.4759015561896,6.293632607742128e-11
3765.6054969545135,131.75193657542943,1.3071277576166579e-12
3789.736274836377,133.4311315153943,-4.880817982569007e-13
3795.713572635806,133.84873288561917,1.6711546376962012e-10
3807.7092782665386,134.68879349984292,-1.1424531673593115e-11
3809.944095378605,134.8455909064193,7.771688690125024e-13
3835.9685636466843,136.67827190667788,1.1070820272424898e-11
3861.9283052490377,138.518824084291,1.8859280858416476e-11
3864.135715673073,138.6759027022997,1.5132721879965967e-12
3871.122690303676,139.17368525764664,-6.901281865244634e-13
3875.325837757209,139.47356901635303,1.4301476479695409e-11
3881.9480690292503,139.94670845506923,-5.0362646761943195e-11
3895.663111629026,140.92917793706445,-2.991124301953203e-11
3910.521074445324,141.99743000294913,-1.567603625723861e-10
3913.5950050261085,142.2189459621563,-2.6417556535511658e-11
3924.1987970675186,142.98442044091672,-3.3587015278573705e-11
3928.139247805083,143.26940450154694,-1.174693749897701e-10
3928.1803578370227,143.27237919787282,2.0732754449895385e-12
3934.4850790171095,143.7289533923634,6.12729037990991e-11
3955.5693330038043,145.261147957331,8.996363199010587e-12
3975.2380567684345,146.6978584501405,-6.856474889540948e-11
3977.376950472432,146.85452448093838,-6.400547843062933e-13
3978.837380780767,146.96154399910546,1.4516461599746914e-13
4002.0780218694817,148.6698925797232,4.3747345970064636e-13
4009.696226628443,149.23204880551867,-7.285785348466314e-13
4050.841354424559,152.28667521867862,-4.775723675926712e-12
4066.671674093593,153.4702299863638,3.967070633695727e-11
4085.8287077694217,154.90867998621755,1.905014270486509e-12
4096.626679805781,155.722449703729,-6.150501801431504e-11
4098.400830151171,155.85636078474067,-1.5788662682555176e-12
4112.521726139759,156.92425907236907,1.8227786780142386e-12
4113.49408299372,156.99792911135052,3.6266905099903635e-11
4126.619005494874,157.99403521164626,1.6830214487953561e-10
4131.5592197739315,158.36979103344422,4.448556813968927e-12
4138.181451045071,158.87418735949947,-7.900421674649833e-12
4146.9151693320455,159.54064482444934,-2.9057820618654638e-12
4149.832239893882,159.76355530233872,7.104230890026861e-11
4152.960983850193,160.00281520732707,1.1819839104973923e-12
4156.136961073246,160.2458715381517,2.002451017828605e-11
4177.593538525166,161.89280320667703,-3.610349986634043e-12
4179.432415535792,162.0343435075049,-1.4800790736262093e-12
4181.479175886308,162.19195805756326,-3.721207698406478e-11
4194.40612833654,163.1892046316554,-3.698892599776768e-11
4212.079115069651,164.5575637370046,3.4175214094115768e-12
4216.674412568847,164.91430444286996,8.802493315266014e-11
4221.536196838413,165.29215644250223,-1.058064035042468e-11
4231.416625396079,166.06139298536962,-6.672621175877923e-11
4256.417713483191,168.01587412954777,2.0319125435238037e-12
4258.188073773867,168.1547100632714,-8.961753105321929e-13
4278.907584398738,169.7838760008157,-5.041594413855551e-11
4282.889145167541,170.09785018551648,8.160123688451581e-13
4294.134080625213,170.986169762319,-2.3739865596630937e-12
4310.609333765226,172.2918766673266,3.956418981622872e-12
4321.799455846856,173.1815744391331,-1.133652486043521e-12
4328.605953823934,173.7238697652335,1.0732871539727344e-11
4347.482797383113,175.23231324666432,5.5544519122638516e-11
4354.89311880096,175.82626417466366,-9.578644527842824e-11
4363.77378381625,176.53939835774347,1.7707311721928443e-13
4374.2854425021,177.3853819010873,-8.749176740689953e-13
4374.65397591511,177.41507858514333,5.420471226301642e-12
4381.378253828179,177.95736495148685,-5.115731771889341e-11
4396.198896663647,179.15553201396574,-2.966633184809631e-12
4408.020248873665,180.11412375105135,-2.8431036881551875e-11
4443.229188896776,182.98446287411187,6.398711989630078e-12
4446.801106220382,183.2769321965804,2.3561853593375706e-12
4448.55163993213,183.42035206958252,1.14373593075198e-12
4462.290299161583,184.5479097609648,-5.210139366291427e-11
4466.561963333809,184.8992018901363,-4.347161979248776e-12
4471.0415108458965,185.267950940148,-1.3847682205376522e-10
4485.070273478952,186.42516726752828,-4.352284284627322e-12
4487.632513971351,186.63691504113584,2.0894804252132686e-11
4519.36167002313,189.26908593834833,-6.831229903259796e-14
4527.007281468293,189.90611933273624,-2.681109835473694e-11
4532.302325815526,190.3479342590108,4.980414675817187e-12
4540.445924004231,191.02843856466086,1.558616452813769e-10
4548.852218908675,191.73217599488464,-1.0544722267708103e-13
4602.610579106192,196.26336535076928,-1.5872240170959664e-12
4606.145176452244,196.56315496367338,-9.304899836978604e-12
4610.167847252463,196.90462090285507,1.3915396203740648e-10
4622.777289608807,197.97690981587405,1.3511065366949098e-10
4624.878863334859,198.15590938421684,1.7324951252550242e-12
4624.947380054733,198.16174660094433,-2.0818795721512966e-11
4625.906033564516,198.24342724357732,-3.869408736916342e-12
4638.1469425078185,199.2878837923141,6.535497809224881e-12
4648.842867899074,200.20277407308532,-3.5632881593499775e-12
4649.579934725019,200.26589768406365,6.359035277305461e-11
4652.377465245071,200.50557385594226,-2.8869540198280333e-12
4673.028459146923,202.2792910814796,-8.830610892371201e-12
4674.775202803944,202.4296795154477,-4.607559335120321e-12
4678.978350255972,202.7917859390996,-6.748634323346677e-12
4684.06551126307,203.23048653166833,-6.019358658100717e-11
4689.582142293841,203.7067620329411,1.4307444096939076e-11
4728.404109668558,207.0742904749964,-3.578822773238478e-11
4729.3627631783065,207.15779806521317,2.1332809346868727e-12
4747.318273202307,208.72501706921506,-3.3917105610775127e-11
4752.954444274151,209.21818623894717,-6.1302861782788675e-12
4762.138916035828,210.0230880732464,-9.425557372050888e-11
4768.443637213689,210.57651592614016,2.925419425538496e-11
4782.59572994107,211.82145179706794,-6.968395919127903e-11
4785.587440456871,212.08509994735104,6.265049395361254e-11
4795.246282328622,212.93742261580755,-3.78529453003439e-14
4840.9767943205015,216.99613791913757,-9.786946955871523e-12
4842.672514656116,217.1473787176319,-7.755431807557677e-12
4846.64037208013,217.50147773268506,-9.546894003771376e-11
4849.369385880135,217.74518835335422,1.5178851523646904e-12
4862.010024978036,218.8758317061085,2.619854999103339e-11
4867.250255948787,219.34540774882655,-9.103735073994184e-11
4874.029347236602,219.9536312141649,1.3124568422847844e-11
4884.8684293016095,220.9278779363462,-1.282333056436212e-10
4893.274724205108,221.68494907938052,-1.867506990550263e-13
4895.836964697159,221.91596337401847,4.1122978213301443e-13
4916.174238560393,223.7538827333921,1.2168580461711691e-11
4920.5380360852105,224.1492404684323,-2.0143943514600684e-11
4938.664109470667,225.79520770088922,-9.407572473810581e-11
4947.968121273015,226.64242401878658,-1.159939747804202e-12
4959.78947348084,227.72116756260564,-9.44835022590898e-12
4965.835287997183,228.2738661463291,-1.785792766129111e-13
4993.684929918884,230.82852970609042,6.786908900800004e-11
5004.288721955744,231.80497714267653,-8.771564546662607e-11
5042.963742597705,235.38390998804638,-6.240901668410333e-13
5044.2909295202935,235.50721500842775,2.1473819629729484e-11
5053.471611226612,236.3610535690866,8.824160312562115e-11
5057.688462022141,236.75375718541386,-8.813312114982844e-12
5059.107782297955,236.88600822367633,3.4419408810305173e-12
5095.957629273293,240.33263370048175,1.6279561831930396e-11
5097.892429691139,240.51428984556665,6.814722139948062e-11
5098.851083200785,240.60432224858283,-7.546772380991658e-12
5106.561421309865,241.3290579680658,7.754517336904786e-11
5107.667021548632,241.4330689916989,-1.6225093798404707e-10
5110.5429820775635,241.70373481750423,6.189712360295641e-13
5122.446554348711,242.82563836979375,2.427425500268529e-11
5135.134426712392,244.02433541680637,1.284045020934864e-10
5138.208357291735,244.31519375235263,-2.160828184519556e-11
5147.079109015385,245.15552891958882,-7.414456427528058e-11
5159.739574691042,246.3573781680382,3.9441510043791686e-13
5167.426296166639,247.08851384660989,1.182012261587613e-12
5176.648087904587,247.9670965011599,5.7572302599037e-13
5181.564685548475,248.4361530205397,7.018352739324091e-11
5193.791891145826,249.6045917025429,2.6881111793578357e-12
5201.349159290792,250.328145619034,-3.757013355130357e-11
5225.903283947732,252.6862880038843,4.172738428354366e-11
